,Dry_p,Wet_p,Country,Season,Year,product,latency,dataset
202,0.0,0.0046253469010175,Kenya,JJA,2007,180_GPCC,180,GPCC
203,0.0,0.0177694645779752,Kenya,SON,2007,180_GPCC,180,GPCC
204,0.0074056378404204,0.022336359292881,Ethiopia,DJF,2008,180_GPCC,180,GPCC
205,0.0018903591682419,0.0010633270321361,Ethiopia,MAM,2008,180_GPCC,180,GPCC
206,0.0025992438563327,0.0,Ethiopia,JJA,2008,180_GPCC,180,GPCC
207,0.0077639751552795,0.0402532250358337,Ethiopia,SON,2008,180_GPCC,180,GPCC
208,0.0,0.0,Somalia,DJF,2008,180_GPCC,180,GPCC
209,0.0,0.0,Somalia,MAM,2008,180_GPCC,180,GPCC
210,0.0,0.0,Somalia,JJA,2008,180_GPCC,180,GPCC
211,0.0026373626373626,0.0215384615384615,Somalia,SON,2008,180_GPCC,180,GPCC
212,0.0,0.0,Kenya,DJF,2008,180_GPCC,180,GPCC
213,0.0050878815911193,0.0,Kenya,MAM,2008,180_GPCC,180,GPCC
214,0.0002312673450508,0.0,Kenya,JJA,2008,180_GPCC,180,GPCC
215,0.0,0.011456628477905,Kenya,SON,2008,180_GPCC,180,GPCC
216,0.1322463768115942,0.0301932367149758,Ethiopia,DJF,2009,180_GPCC,180,GPCC
217,0.1418950850661625,0.011578449905482,Ethiopia,MAM,2009,180_GPCC,180,GPCC
218,0.6498109640831757,0.0,Ethiopia,JJA,2009,180_GPCC,180,GPCC
219,0.6304347826086957,0.0,Ethiopia,SON,2009,180_GPCC,180,GPCC
220,0.0137777777777777,0.0,Somalia,DJF,2009,180_GPCC,180,GPCC
221,0.0693478260869565,0.0,Somalia,MAM,2009,180_GPCC,180,GPCC
222,0.2839130434782608,0.0,Somalia,JJA,2009,180_GPCC,180,GPCC
223,0.130989010989011,0.0,Somalia,SON,2009,180_GPCC,180,GPCC
224,0.0,0.0,Kenya,DJF,2009,180_GPCC,180,GPCC
225,0.1091581868640148,0.0,Kenya,MAM,2009,180_GPCC,180,GPCC
226,0.2335800185013876,0.0,Kenya,JJA,2009,180_GPCC,180,GPCC
227,0.155249006312836,0.0,Kenya,SON,2009,180_GPCC,180,GPCC
228,0.1367149758454106,0.0,Ethiopia,DJF,2010,180_GPCC,180,GPCC
229,0.143312854442344,0.0,Ethiopia,MAM,2010,180_GPCC,180,GPCC
230,0.0445415879017013,0.0,Ethiopia,JJA,2010,180_GPCC,180,GPCC
231,0.0518394648829431,0.0044194935499283,Ethiopia,SON,2010,180_GPCC,180,GPCC
232,0.0942222222222222,0.0,Somalia,DJF,2010,180_GPCC,180,GPCC
233,0.0052173913043478,0.0,Somalia,MAM,2010,180_GPCC,180,GPCC
234,0.0,0.0,Somalia,JJA,2010,180_GPCC,180,GPCC
235,0.0426373626373626,0.0,Somalia,SON,2010,180_GPCC,180,GPCC
236,0.0167848699763593,0.0,Kenya,DJF,2010,180_GPCC,180,GPCC
237,0.0,0.0409343200740055,Kenya,MAM,2010,180_GPCC,180,GPCC
238,0.0,0.0432469935245143,Kenya,JJA,2010,180_GPCC,180,GPCC
239,0.0140285246668225,0.0,Kenya,SON,2010,180_GPCC,180,GPCC
240,0.0108695652173913,0.007487922705314,Ethiopia,DJF,2011,180_GPCC,180,GPCC
241,0.1136578449905482,0.0,Ethiopia,MAM,2011,180_GPCC,180,GPCC
242,0.0100425330812854,0.0,Ethiopia,JJA,2011,180_GPCC,180,GPCC
243,0.0002388915432393,0.0074056378404204,Ethiopia,SON,2011,180_GPCC,180,GPCC
244,0.1793333333333333,0.0,Somalia,DJF,2011,180_GPCC,180,GPCC
245,0.3304347826086956,0.0,Somalia,MAM,2011,180_GPCC,180,GPCC
246,0.1278260869565217,0.0369565217391304,Somalia,JJA,2011,180_GPCC,180,GPCC
247,0.0536263736263736,0.0692307692307692,Somalia,SON,2011,180_GPCC,180,GPCC
248,0.0373522458628841,0.1054373522458628,Kenya,DJF,2011,180_GPCC,180,GPCC
249,0.1459296947271045,0.0,Kenya,MAM,2011,180_GPCC,180,GPCC
250,0.0783996299722479,0.0,Kenya,JJA,2011,180_GPCC,180,GPCC
251,0.0324994154781388,0.1103577273790039,Kenya,SON,2011,180_GPCC,180,GPCC
252,0.100585047714957,0.0259578957464153,Ethiopia,DJF,2005,180_IMERG,180,IMERG
253,0.0022236400142613,0.0365117937362781,Ethiopia,MAM,2005,180_IMERG,180,IMERG
254,3.2838565611454096e-05,0.0733425906813533,Ethiopia,JJA,2005,180_IMERG,180,IMERG
255,0.0284756245049727,0.0287459627122984,Ethiopia,SON,2005,180_IMERG,180,IMERG
256,0.0532748085033135,0.1395558998192615,Somalia,DJF,2005,180_IMERG,180,IMERG
257,3.367797123901256e-05,0.2580406156333142,Somalia,MAM,2005,180_IMERG,180,IMERG
258,0.0,0.1947176102111609,Somalia,JJA,2005,180_IMERG,180,IMERG
259,0.0345077076293187,0.0645551195512465,Somalia,SON,2005,180_IMERG,180,IMERG
260,0.0992761797330325,0.0004042113179169,Kenya,DJF,2005,180_IMERG,180,IMERG
261,0.0011402927977635,0.0025840506142867,Kenya,MAM,2005,180_IMERG,180,IMERG
262,0.0017564187449422,0.0165802251158684,Kenya,JJA,2005,180_IMERG,180,IMERG
263,0.0486231196891095,0.0035700340268868,Kenya,SON,2005,180_IMERG,180,IMERG
264,0.1443533304560494,0.0122524337025847,Ethiopia,DJF,2006,180_IMERG,180,IMERG
265,0.0654097314743577,0.0108132705334859,Ethiopia,MAM,2006,180_IMERG,180,IMERG
266,0.0004222101292901,0.0570312060197782,Ethiopia,JJA,2006,180_IMERG,180,IMERG
267,0.0019113385535483,0.0372355309774386,Ethiopia,SON,2006,180_IMERG,180,IMERG
268,0.0821327136586625,0.0432481280660986,Somalia,DJF,2006,180_IMERG,180,IMERG
269,0.0320530091267302,0.0085710436803286,Somalia,MAM,2006,180_IMERG,180,IMERG
270,0.0049927592361836,0.0434614218839457,Somalia,JJA,2006,180_IMERG,180,IMERG
271,0.005064648751713,0.0566474578868072,Somalia,SON,2006,180_IMERG,180,IMERG
272,0.2294698251551043,0.0149276179733032,Kenya,DJF,2006,180_IMERG,180,IMERG
273,0.0318362392407857,0.0003770322960347,Kenya,MAM,2006,180_IMERG,180,IMERG
274,0.0002482895608033,0.0158905318914147,Kenya,JJA,2006,180_IMERG,180,IMERG
275,0.0177943883527639,0.0080232795968836,Kenya,SON,2006,180_IMERG,180,IMERG
276,0.0110199971227161,0.0629693569270608,Ethiopia,DJF,2007,180_IMERG,180,IMERG
277,0.0023409206057307,0.035962920568201,Ethiopia,MAM,2007,180_IMERG,180,IMERG
278,0.0023221557110956,0.038468034001989,Ethiopia,JJA,2007,180_IMERG,180,IMERG
279,0.0043396396439124,0.0510607217555858,Ethiopia,SON,2007,180_IMERG,180,IMERG
280,0.0008692658576469,0.0836646871503571,Somalia,DJF,2007,180_IMERG,180,IMERG
281,0.0015912841410433,0.0929427811268649,Somalia,MAM,2007,180_IMERG,180,IMERG
282,0.0167379517057892,0.0035867039369548,Somalia,JJA,2007,180_IMERG,180,IMERG
283,0.006741515649339,0.0158663954171312,Somalia,SON,2007,180_IMERG,180,IMERG
284,0.0020116563263771,0.0295356269975559,Kenya,DJF,2007,180_IMERG,180,IMERG
285,0.0,0.0390550283234017,Kenya,MAM,2007,180_IMERG,180,IMERG
286,0.0066946222320311,0.0105201206503347,Kenya,JJA,2007,180_IMERG,180,IMERG
287,0.0076978858704747,0.0058384931481378,Kenya,SON,2007,180_IMERG,180,IMERG
288,0.0343329523303627,0.0379232334346706,Ethiopia,DJF,2008,180_IMERG,180,IMERG
289,0.217372539453191,0.0276829108104558,Ethiopia,MAM,2008,180_IMERG,180,IMERG
290,0.1746073445797601,0.0623979658854215,Ethiopia,JJA,2008,180_IMERG,180,IMERG
291,0.0771222734968958,0.0360024093299881,Ethiopia,SON,2008,180_IMERG,180,IMERG
292,0.0066989555757952,0.0076012291349239,Somalia,DJF,2008,180_IMERG,180,IMERG
293,0.0483026302495537,0.0013218603711312,Somalia,MAM,2008,180_IMERG,180,IMERG
294,0.1301316808675445,0.0014565722560872,Somalia,JJA,2008,180_IMERG,180,IMERG
295,0.0714158034065082,0.0407640384402584,Somalia,SON,2008,180_IMERG,180,IMERG
296,0.0004369572897491,0.0022777560848626,Kenya,DJF,2008,180_IMERG,180,IMERG
297,0.0051037298609578,9.195909659383508e-06,Kenya,MAM,2008,180_IMERG,180,IMERG
298,0.007338335908188,0.0023909365114397,Kenya,JJA,2008,180_IMERG,180,IMERG
299,0.0397259255127275,0.0173109462449563,Kenya,SON,2008,180_IMERG,180,IMERG
300,0.0128806406752026,0.0207020572579485,Ethiopia,DJF,2009,180_IMERG,180,IMERG
301,0.0186616877146234,0.0152886979039612,Ethiopia,MAM,2009,180_IMERG,180,IMERG
302,0.0654191139216753,0.01529338912762,Ethiopia,JJA,2009,180_IMERG,180,IMERG
303,0.07846447898239,0.0031681740788344,Ethiopia,SON,2009,180_IMERG,180,IMERG
304,0.0034770634305878,0.0277476547035028,Somalia,DJF,2009,180_IMERG,180,IMERG
305,0.0286767925100191,0.0151045701006971,Somalia,MAM,2009,180_IMERG,180,IMERG
